index,task,verb,sentence,neg_sentence,complement,turker_pos_ratings,turker_neg_ratings,bert_pos_entailment_prob,bert_pos_contradiction_prob,bert_pos_neutral_prob,bert_neg_entailment_prob,bert_neg_contradiction_prob,bert_neg_neutral_prob,signature
1367,that,acknowledge,"Participants acknowledged that accounting standards have changed to capture fair value in addition to historical value, resulting in a model that is now a mixture of the two, whereas the original financial statement model was based solely on historical costs.","Participants did not acknowledge that accounting standards have changed to capture fair value in addition to historical value, resulting in a model that is now a mixture of the two, whereas the original financial statement model was based solely on historical costs.","Accounting standards have changed to capture fair value in addition to historical value, resulting in a model that is now a mixture of the two, whereas the original financial statement model was based solely on historical costs.","1.0,2.0,2.0","-1.0,1.0,1.0",0.9983878,0.000952543,0.000659705,0.99553466,0.002360391,0.002104933,+/+
1368,that,discover,"In your world, had you discovered that there were such things as elements?","In your world, had you not discovered that there were such things as elements?",There were such things as elements.,"-1.0,1.0,2.0","-1.0,1.0,1.0",0.07445586,0.004575301,0.9209689,0.86002755,0.005840221,0.13413219,+/+
1369,that,discover,Then I discovered that I had been guilty of a very grave oversight. ,Then I did not discover that I had been guilty of a very grave oversight. ,I had been guilty of a very grave oversight.,"-2.0,2.0,2.0","0.0,0.0,1.0",0.9984347,0.00018924,0.001376014,0.17025867,0.11342254,0.7163188,+/+
1370,that,discover,Simova discovered that her parents were alive and well. ,Simova did not discover that her parents were alive and well. ,Her parents were alive and well.,"2.0,2.0,2.0","-1.0,0.0,1.0",0.99714595,0.000145568,0.00270849,0.4974366,0.06453744,0.43802595,+/+
1371,that,discover,They discover that experience is valuable.,They do not discover that experience is valuable.,Experience is valuable.,"1.0,1.0,2.0","-1.0,0.0,1.0",0.996534,0.000154321,0.003311718,0.17037204,0.07312663,0.7565013,+/+
1372,that,discover,I had discovered that I was wrong.,I had not discovered that I was wrong.,I was wrong.,"2.0,2.0,2.0","-2.0,-1.0,1.0",0.9911483,0.000630615,0.008221077,0.006755945,0.001974961,0.99126905,+/+
1373,that,appear,It appears that many of these changes will also reduce the burden on non-small entities.,It does not appear that many of these changes will also reduce the burden on non-small entities.,Many of these changes will also reduce the burden on non-small entities.,"1.0,1.0,2.0","-2.0,-1.0,-1.0",0.9982494,0.000201251,0.001549395,0.00183617,0.9928123,0.005351559,o/o
1374,that,appear,It appears that the roundaboutness and the associated extra steps may be taking a toll.,It does not appear that the roundaboutness and the associated extra steps may be taking a toll.,The roundaboutness and the associated extra steps may be taking a toll.,"-1.0,1.0,2.0","-2.0,-1.0,-1.0",0.99852043,0.000124788,0.001354892,0.07187619,0.84049684,0.087627,o/o
1375,that,appear,"Hence, it appears that the assumptions driving the advanced scenario are aggressive.","Hence, it does not appear that the assumptions driving the advanced scenario are aggressive.",The assumptions driving the advanced scenario are aggressive.,"0.0,0.0,2.0","-2.0,-1.0,-1.0",0.99728006,0.000210785,0.002509203,0.000499952,0.9980744,0.001425663,o/o
1376,that,appear,It appears that Clinton used a clever tactic that FDR called creative tension.,It does not appear that Clinton used a clever tactic that FDR called creative tension.,Clinton used a clever tactic that fdr called creative tension.,"1.0,1.0,2.0","-1.0,0.0,1.0",0.9986475,0.000342145,0.001010304,0.000687761,0.9977628,0.00154949,o/o
1377,that,appear,It appears that there were at least four people at the table.,It does not appear that there were at least four people at the table.,There were at least four people at the table.,"2.0,2.0,2.0","-2.0,-2.0,-1.0",0.9975534,0.000186846,0.002259797,0.015940327,0.95529836,0.028761351,o/o
1378,that,appear,It appears that kids no longer use this vernacular.,It does not appear that kids no longer use this vernacular.,Kids no longer use this vernacular.,"0.0,1.0,1.0","-1.0,-1.0,1.0",0.9988752,0.000245714,0.000879043,0.027365336,0.9570756,0.015558988,o/o
1379,that,appear,It appears that she enjoys when it happens.,It does not appear that she enjoys when it happens.,She enjoys when it happens.,"1.0,1.0,1.0","-2.0,-1.0,0.0",0.99737346,0.000195876,0.002430699,0.000929935,0.99722254,0.001847447,o/o
1380,that,provide,"LATEST ACQUISITION COST -lrb-LAC-rrb- METHOD -A method that provides that all like units that are held be valued at the invoice price of the most recent like item purchased, less any discounts, plus any additional costs incurred to bring the item to a form and location suitable for its intended use.","LATEST ACQUISITION COST -lrb-LAC-rrb- METHOD -A method that does not provide that all like units that are held be valued at the invoice price of the most recent like item purchased, less any discounts, plus any additional costs incurred to bring the item to a form and location suitable for its intended use.","All like units that are held be valued at the invoice price of the most recent like item purchased, less any discounts, plus any additional costs incurred to bring the item to a form and location.","1.0,1.0,2.0","-1.0,-1.0,1.0",0.9976343,0.00098368,0.001382084,0.001697387,0.99601126,0.002291299,o/o
1381,that,appear,It appears that he did not.,It does not appear that he did not.,He did not.,"1.0,1.0,2.0","-2.0,-1.0,0.0",0.9968767,0.000370715,0.002752472,0.98791826,0.002798109,0.00928364,o/o
1382,that,suspect,"I felt from the first that there was something wrong about him, and I always suspected that it was he who silenced Mrs. Vandemeyer so appositely.","I felt from the first that there was something wrong about him, and I always did not suspect that it was he who silenced Mrs. Vandemeyer so appositely.",It was he who silenced mrs. vandemeyer so appositely.,"0.0,1.0,1.0","-1.0,-1.0,0.0",0.9856947,0.003476729,0.010828538,0.12747686,0.5316156,0.3409076,o/+
1383,that,doubt,"A second reason some skeptics doubt that Albright could have been blindsided by her own life story is that since she has risen to prominence , the suggestion that she is Jewish has been raised repeatedly.","A second reason some skeptics do not doubt that Albright could have been blindsided by her own life story is that since she has risen to prominence , the suggestion that she is Jewish has been raised repeatedly.",Albright could have been blindsided by her own life story.,"1.0,2.0,2.0","1.0,1.0,1.0",0.98942804,0.001841918,0.008730071,0.9969959,0.000383882,0.002620193,o/o
1384,that,convince," Finally, convinced that the sun would strike miles to the south, he rolled across the scorching surface of the stone block and dropped to the north side of it."," Finally, not convinced that the sun would strike miles to the south, he rolled across the scorching surface of the stone block and dropped to the north side of it.",The sun would strike miles to the south.,"0.0,0.0,1.0","0.0,0.0,0.0",0.99033296,0.001155387,0.008511698,0.02109795,0.008151917,0.9707501,o/o
1385,that,write,"In a June letter to Atlas, LSC President John N. Erlenborn wrote that his decision was based in part on continuing problems at the Passaic County office.","In a June letter to Atlas, LSC President John N. Erlenborn did not write that his decision was based in part on continuing problems at the Passaic County office.",His decision was based in part on continuing problems at the passaic county office.,"1.0,1.0,1.0","0.0,0.0,0.0",0.99674845,0.000782789,0.002468761,0.9890207,0.00264127,0.008338002,o/o
1386,that,mention,Elizabeth Wells mentioned that she lay awake on the bed for about fifteen minutes before getting up to rectify her mistake. ,Elizabeth Wells did not mention that she lay awake on the bed for about fifteen minutes before getting up to rectify her mistake. ,She lay awake on the bed for about fifteen minutes before getting up to rectify her mistake.,"1.0,2.0,2.0","0.0,1.0,2.0",0.99873286,0.0003671,0.000900093,0.99862504,0.000424328,0.000950725,o/o
1387,that,wish,I wished that Tuppence had been there to see this.,I did not wish that Tuppence had been there to see this.,Tuppence had been there to see this.,"-2.0,-1.0,0.0","-2.0,-1.0,1.0",0.95051706,0.021826556,0.027656365,0.96717274,0.014684322,0.018143019,o/o
1388,that,mention,"My dear young lady, as far as I recollect I only mentioned that there were equally good situations to be obtained elsewhere.","My dear young lady, as far as I recollect I only did not mention that there were equally good situations to be obtained elsewhere.",There were equally good situations to be obtained elsewhere.,"1.0,2.0,2.0","-1.0,0.0,1.0",0.99022037,0.000591782,0.009187946,0.8130737,0.006015009,0.18091133,o/o
1389,that,mention,He mentions that major economies of scale can be applied to the processing and transportation of mail.,He does not mention that major economies of scale can be applied to the processing and transportation of mail.,Major economies of scale can be applied to the processing and transportation of mail.,"1.0,1.0,2.0","-1.0,0.0,2.0",0.9981037,0.000289868,0.00160654,0.9784859,0.006542515,0.014971639,o/o
1390,that,mention,I mentioned that the Commission also has other responsibilities which impact the postal community.,I did not mention that the Commission also has other responsibilities which impact the postal community.,The commission also has other responsibilities which impact the postal community.,"2.0,2.0,2.0","2.0,2.0,2.0",0.9985044,0.000255394,0.001240143,0.99761945,0.000408488,0.001972024,o/o
1391,that,mention,We have made subtle hints and mentioned that they need to start looking for their own place.,We have made subtle hints and not mentioned that they need to start looking for their own place.,They need to start looking for their own place.,"1.0,1.0,2.0","0.0,1.0,1.0",0.9958274,0.000509673,0.003662969,0.13802676,0.011614919,0.8503583,o/o
1392,that,mention,They mentioned that someone might have protected the other from showing too much skin. ,They did not mention that someone might have protected the other from showing too much skin. ,Someone might have protected the other from showing too much skin.,"1.0,2.0,2.0","0.0,0.0,2.0",0.9984683,0.000166314,0.001365424,0.9973684,0.000232266,0.002399331,o/o
1393,that,mention,Some editors of the Daily Cal mentioned that the campus was once leftist.,Some editors of the Daily Cal did not mention that the campus was once leftist.,The campus was once leftist.,"1.0,1.0,1.0","0.0,1.0,2.0",0.99243736,0.000789616,0.006773047,0.073732674,0.005908162,0.9203592,o/o
1394,that,mention,She mentions that she will be looking for financial support.,She does not mention that she will be looking for financial support.,She will be looking for financial support.,"0.0,1.0,2.0","0.0,0.0,1.0",0.99348485,0.000511606,0.006003523,0.06460055,0.005280785,0.9301186,o/o
1395,that,mention,Brownell mentioned that this is a pure pro-bono project.,Brownell did not mention that this is a pure pro-bono project.,This is a pure pro-bono project.,"2.0,2.0,2.0","0.0,0.0,0.0",0.99061203,0.000931998,0.008456028,0.13569959,0.2418687,0.62243164,o/o
1396,that,mention,She mentioned that the difficulty was pretty high.,She did not mention that the difficulty was pretty high.,The difficulty was pretty high.,"1.0,1.0,2.0","0.0,1.0,2.0",0.99669963,0.000135914,0.00316437,0.98773474,0.000706788,0.01155841,o/o
1397,that,mention,You mentioned that Rennie let out a breath of air.,You did not mention that Rennie let out a breath of air.,Rennie let out a breath of air.,"1.0,1.0,1.0","-1.0,1.0,1.0",0.99781525,0.000317412,0.00186738,0.99472666,0.000859086,0.004414293,o/o
1398,that,mention,He mentioned that you hope that the public minds.,He did not mention that you hope that the public minds.,You hope that the public minds.,"1.0,1.0,1.0","0.0,0.0,0.0",0.99815106,0.000348641,0.001500317,0.99592006,0.000608476,0.003471508,o/o
1399,that,mention,She mentioned that her father was a butcher.,She did not mention that her father was a butcher.,Her father was a butcher.,"1.0,2.0,2.0","0.0,1.0,2.0",0.99535596,0.000679817,0.00396427,0.98835695,0.002666631,0.008976446,o/o
1400,that,tell,"Afterward, the boys were told that their choices divided them into a Klee group and a Kandinsky group.","Afterward, the boys were not told that their choices divided them into a Klee group and a Kandinsky group.",Their choices divided them into a klee group and a kandinsky group.,"1.0,1.0,1.0","-1.0,0.0,1.0",0.9978644,0.001014632,0.001120887,0.9951984,0.002440716,0.002360869,o/o
1401,that,tell,I was told that you should let the lady walk into a public place first.,I was not told that you should let the lady walk into a public place first.,You should let the lady walk into a public place first.,"0.0,0.0,1.0","-1.0,0.0,0.0",0.9981512,0.000428831,0.001420061,0.9899754,0.003038,0.006986573,o/o
1402,that,tell,Callers to the network are being told that prayer is foolish.,Callers to the network are being not told that prayer is foolish.,Prayer is foolish.,"0.0,1.0,2.0","-2.0,-1.0,0.0",0.98176616,0.001679988,0.016553907,0.2915684,0.015759354,0.69267225,o/o
1403,that,tell,He was told that some one was demanding him in the bar.,He was not told that some one was demanding him in the bar.,Some one was demanding him in the bar.,"0.0,1.0,1.0","0.0,1.0,1.0",0.9978638,0.000256795,0.00187936,0.9924294,0.0009482,0.006622378,o/o
1404,that,tell,I want to be told that his nerves are out of order. ,I want to be not told that his nerves are out of order. ,His nerves are out of order.,"0.0,0.0,0.0","0.0,0.0,0.0",0.9946592,0.000587195,0.00475365,0.98294747,0.003326098,0.013726365,o/o
1405,that,tell,The girl was told that she had lost years of memory.,The girl was not told that she had lost years of memory.,She had lost years of memory.,"1.0,1.0,2.0","-2.0,1.0,1.0",0.9962022,0.000343887,0.003453954,0.1720413,0.043384437,0.7845742,o/o
1406,that,contend,The attorneys contended that the city has an obligation to pay the tenants for damages they have sustained by being evicted for property that will be used for a public purpose.,The attorneys did not contend that the city has an obligation to pay the tenants for damages they have sustained by being evicted for property that will be used for a public purpose.,The city has an obligation to pay the tenants for damages they have sustained by being evicted for property that will be used for a public purpose.,"0.0,1.0,2.0","-1.0,0.0,0.0",0.99819964,0.00071472,0.001085758,0.41797763,0.45630574,0.12571666,o/o
1407,that,tell,He was told that Miss Cowley left 15 minutes ago.,He was not told that Miss Cowley left 15 minutes ago.,Miss cowley left 15 minutes ago.,"1.0,1.0,2.0","0.0,1.0,2.0",0.9980173,0.000304219,0.001678465,0.99182045,0.00206225,0.006117371,o/o
1408,that,wish,Oh! Tommy had wished that he would get the information.,Oh! Tommy had not wished that he would get the information.,He would get the information.,"0.0,0.0,0.0","0.0,0.0,0.0",0.011605733,0.017119147,0.97127515,0.006971074,0.006706113,0.98632276,o/o
1409,that,provide,"Section 601-lrb-3-rrb- of title 5, United States Code, provides that the term small business generally has the same meaning as the term 'small business concern' under section 3 of the Small Business Act.","Section 601-lrb-3-rrb- of title 5, United States Code, does not provide that the term small business generally has the same meaning as the term 'small business concern' under section 3 of the Small Business Act.",The term small business generally has the same meaning as the term ` small business concern' under section 3 of the small business act.,"2.0,2.0,2.0","-2.0,-1.0,-1.0",0.99797255,0.000251829,0.001775636,0.002795688,0.99317497,0.004029385,o/o
1410,that,provide,The law provides that the Postal Service may issue an occasional request.,The law does not provide that the Postal Service may issue an occasional request.,The postal service may issue an occasional request.,"1.0,2.0,2.0","-1.0,0.0,1.0",0.9981261,0.00014219,0.001731694,0.9949822,0.000423614,0.004594276,o/o
1411,that,provide,"However, fast pay procedures typically entail payment authorization without evidence of receipt and acceptance, provided that subsequent to payment authorization, receipt and acceptance is verified.","However, fast pay procedures typically entail payment authorization without evidence of receipt and acceptance, did not provide that subsequent to payment authorization, receipt and acceptance is verified.","Subsequent to payment authorization, receipt and acceptance is verified.","0.0,0.0,1.0","-1.0,-1.0,-1.0",0.9940031,0.001406388,0.004590437,0.9467804,0.024280401,0.02893918,o/o
1412,that,reply,"Brown replied that some of the technology, like interactive videos and web pages, can be quite expensive to develop.","Brown did not reply that some of the technology, like interactive videos and web pages, can be quite expensive to develop.","Some of the technology, like interactive videos and web pages, can be quite expensive to develop.","2.0,2.0,2.0","-1.0,0.0,1.0",0.9982613,0.000143984,0.001594773,0.9980886,0.000136934,0.001774466,o/o
1413,that,advise,"On Martinique the Tourist Office advises that the safest beaches for poor swimmers are at Sainte-Anne, Trois-Ilets, Sainte-Luce, Trinit??, and Carbet.","On Martinique the Tourist Office does not advise that the safest beaches for poor swimmers are at Sainte-Anne, Trois-Ilets, Sainte-Luce, Trinit??, and Carbet.","The safest beaches for poor swimmers are at sainte-anne, trois-ilets, sainte-luce, trinit??, and carbet.","1.0,2.0,2.0","-1.0,-1.0,0.0",0.99667466,0.001113029,0.002212265,0.003319727,0.9931335,0.003546861,o/o
1414,that,advise,"In response to our inquiry, HUD staff advised that HUD reviewed the rule under Executive Order 12988 -lrb-Civil Justice Reform-rrb-.","In response to our inquiry, HUD staff did not advise that HUD reviewed the rule under Executive Order 12988 -lrb-Civil Justice Reform-rrb-.",Hud reviewed the rule under executive order 12988 -lrb- civil justice reform -rrb-.,"0.0,1.0,2.0","-2.0,-2.0,0.0",0.9970145,0.001176665,0.001808795,0.002129502,0.99551696,0.002353604,o/o
1415,that,confirm,The SBA has confirmed that some agencies follow this practice without objection from the SBA.,The SBA has not confirmed that some agencies follow this practice without objection from the SBA.,Some agencies follow this practice without objection from the sba.,"1.0,2.0,2.0","0.0,0.0,1.0",0.9981043,0.000209447,0.001686354,0.9972038,0.000273927,0.002522272,+/o
1416,that,advise,"In response to our inquiry, Commission staff advised that OMB approved the information collection requirement.","In response to our inquiry, Commission staff did not advise that OMB approved the information collection requirement.",Omb approved the information collection requirement.,"0.0,0.0,0.0","0.0,0.0,0.0",0.9950537,0.000722985,0.00422333,0.10408396,0.7016225,0.19429356,o/o
1417,that,imply,"First, it implies that the competition for mates drives most people to save too much money.","First, it does not imply that the competition for mates drives most people to save too much money.",The competition for mates drives most people to save too much money.,"0.0,0.0,2.0","-1.0,0.0,0.0",0.99805874,0.000608266,0.001333008,0.011649888,0.9792885,0.009061614,o/o
1418,that,predict,"Because sports betting is illegal everywhere but Nevada, I predict that online sports betting will become big.","Because sports betting is illegal everywhere but Nevada, I do not predict that online sports betting will become big.",Online sports betting will become big.,"0.0,1.0,1.0","-1.0,-1.0,0.0",0.97906125,0.001132285,0.019806447,0.011298301,0.95025533,0.03844642,o/+
1419,that,advise,An agency official has advised that HUD will subsequently issue final regulations.,An agency official has not advised that HUD will subsequently issue final regulations.,Hud will subsequently issue final regulations.,"1.0,1.0,2.0","0.0,0.0,0.0",0.9859442,0.001075139,0.012980691,0.014134962,0.002512653,0.9833523,o/o
1420,that,observe,Gentilello observed that his publications in trauma journals have earned him a great deal of attention and have raised awareness.,Gentilello did not observe that his publications in trauma journals have earned him a great deal of attention and have raised awareness.,His publications in trauma journals have earned him a great deal of attention.,"1.0,2.0,2.0","-1.0,0.0,0.0",0.99814785,0.000142657,0.001709504,0.99664557,0.00031167,0.003042802,+/+
1421,that,advise,It is advised that you make use of local tour operators.,It is not advised that you make use of local tour operators.,You make use of local tour operators.,"0.0,0.0,0.0","-2.0,0.0,0.0",0.9969566,0.000537248,0.002506174,0.85877377,0.07990278,0.06132346,o/o
1422,that,reply,The duty officer replied that security personnel at headquarters had just begun discussing the apparent hijack on a conference call with the New England regional office.,The duty officer did not reply that security personnel at headquarters had just begun discussing the apparent hijack on a conference call with the New England regional office.,Security personnel at headquarters had just begun discussing the apparent hijack on a conference call with the new england regional office.,"0.0,1.0,2.0","0.0,0.0,1.0",0.99865025,0.000373257,0.000976551,0.9978211,0.000577171,0.001601778,o/o
1423,that,reply,D'Onofrio replied that her study was looking at both injured and non-injured patients.,D'Onofrio did not reply that her study was looking at both injured and non-injured patients.,Her study was looking at both injured and non-injured patients.,"1.0,2.0,2.0","-2.0,0.0,2.0",0.9979615,0.000644812,0.001393684,0.99649435,0.000854798,0.002650782,o/o
1424,that,hear,I heard that young Shannon had seen Kitchell.,I did not hear that young Shannon had seen Kitchell.,Young shannon had seen kitchell.,"0.0,0.0,1.0","-1.0,0.0,0.0",0.99839383,0.000294833,0.001311389,0.9887275,0.002766503,0.00850599,o/o
1425,that,reply,He replied that he had put it back where he found it. The lawyer paused again.,He did not reply that he had put it back where he found it. The lawyer paused again.,He had put it back where he found it.,"0.0,1.0,1.0","0.0,0.0,0.0",0.99436116,0.000897285,0.004741535,0.9903882,0.001583352,0.008028455,o/o
1426,that,reply,Buchanan replies that nuclear weapons will keep Saddam at bay.,Buchanan does not reply that nuclear weapons will keep Saddam at bay.,Nuclear weapons will keep saddam at bay.,"0.0,1.0,2.0","0.0,0.0,0.0",0.99666214,0.000510135,0.00282773,0.91249925,0.013385395,0.07411538,o/o
1427,that,reply,Gentilello replied that the outcome depends on the audience.,Gentilello did not reply that the outcome depends on the audience.,The outcome depends on the audience.,"0.0,0.0,2.0","0.0,0.0,0.0",0.99710023,0.00069764,0.002202165,0.9950094,0.000867318,0.004123317,o/o
1428,that,worry,The world worried that the two countries would once again exchange nuclear blows.,The world did not worry that the two countries would once again exchange nuclear blows.,The two countries would once again exchange nuclear blows.,"-1.0,0.0,0.0","-1.0,0.0,0.0",0.9753818,0.003425468,0.021192767,0.99604046,0.000577419,0.003382082,o/o
1429,that,reply,I replied that I will be happy to make myself useful.,I did not reply that I will be happy to make myself useful.,I will be happy to make myself useful.,"0.0,1.0,2.0","-2.0,0.0,0.0",0.9978707,0.000218517,0.001910732,0.9952716,0.000510624,0.004217675,o/o
1430,that,reply,I replied that it was Edward Whittington.,I did not reply that it was Edward Whittington.,It was edward whittington.,"1.0,2.0,2.0","0.0,0.0,1.0",0.99323523,0.00076789,0.005996924,0.9724604,0.00413063,0.023408901,o/o
1431,that,speculate,"A sidebar speculates that Slobodan Milosevic is probably hoarding chemical weapons, including nerve gas, blister agents, choking compounds, and hallucinogens.","A sidebar does not speculate that Slobodan Milosevic is probably hoarding chemical weapons, including nerve gas, blister agents, choking compounds, and hallucinogens.","Slobodan milosevic is probably hoarding chemical weapons, including nerve gas, blister agents, choking compounds, and hallucinogens.","0.0,1.0,1.0","-2.0,-1.0,0.0",0.9966992,0.00052007,0.002780821,0.8691726,0.022681719,0.10814567,o/o
1432,that,speculate,It simultaneously published an editorial speculating that fen-phen would save more lives by reducing obesity than the associated heart disease would kill.,It simultaneously published an editorial not speculating that fen-phen would save more lives by reducing obesity than the associated heart disease would kill.,Fen-phen would save more lives by reducing obesity than the associated heart disease would kill.,"0.0,0.0,0.0","-1.0,-1.0,0.0",0.18278058,0.16406406,0.6531553,0.36787245,0.08328039,0.5488471,o/o
1433,that,speculate,The Victorious Immune  Evolutionary biologists speculate that a hypersensitive immune system was needed back when parasites were ubiquitous and deadly.,The Victorious Immune  Evolutionary biologists do not speculate that a hypersensitive immune system was needed back when parasites were ubiquitous and deadly.,A hypersensitive immune system was needed back when parasites were ubiquitous and deadly.,"0.0,1.0,2.0","-1.0,-1.0,0.0",0.9478003,0.014766033,0.03743374,0.9707262,0.009667956,0.019605856,o/o
1434,that,speculate,The Georgia papers have speculated that Barnes could go to work for any number of silk-stocking Atlanta firms for a seven-figure salary.,The Georgia papers have not speculated that Barnes could go to work for any number of silk-stocking Atlanta firms for a seven-figure salary.,Barnes could go to work for any number of silk-stocking atlanta firms for a seven-figure salary.,"0.0,1.0,1.0","0.0,0.0,0.0",0.9975212,0.000302428,0.00217636,0.9914763,0.00168463,0.006839018,o/o
1435,that,hear,We all had heard that he was coming.,We all had not heard that he was coming.,He was coming.,"1.0,1.0,1.0","0.0,0.0,1.0",0.9858243,0.000844077,0.013331589,0.6109721,0.00904986,0.37997803,o/o
1436,that,hear,He heard that someone in the bar was looking for him.,He did not hear that someone in the bar was looking for him.,Someone in the bar was looking for him.,"1.0,1.0,1.0","0.0,1.0,2.0",0.9984787,0.000202407,0.001318859,0.99602145,0.000515747,0.003462767,o/o
1437,that,speculate,"Based on the fragment, Fink speculates that the original flute contained at least six holes and was close to 16 inches long.","Based on the fragment, Fink does not speculate that the original flute contained at least six holes and was close to 16 inches long.",The original flute contained at least six holes and was close to 16 inches long.,"0.0,0.0,1.0","-1.0,0.0,0.0",0.9943469,0.000847635,0.004805469,0.9883858,0.002235619,0.009378646,o/o
1438,that,comment,"Gentilello concurred, commenting that insurance claims data can be a useful source of follow-up data, as can a simple phone call to inquire whether a patient has returned to the doctor recently.","Gentilello concurred, not commenting that insurance claims data can be a useful source of follow-up data, as can a simple phone call to inquire whether a patient has returned to the doctor recently.","Insurance claims data can be a useful source of follow-up data, as can a simple phone call to inquire whether a patient has returned to the doctor recently.","1.0,1.0,2.0","1.0,1.0,1.0",0.998348,0.0002682,0.001383697,0.99817324,0.000253561,0.001573207,o/o
1439,that,report,"At 8:26, Ong reported that the plane was flying erratically.","At 8:26, Ong did not report that the plane was flying erratically.",The plane was flying erratically.,"-2.0,1.0,2.0","-2.0,0.0,0.0",0.9976986,0.000163673,0.002137763,0.16874316,0.028057095,0.80319977,o/o
1440,that,state,Darwinian theory states that people are essentially stupid. ,Darwinian theory does not state that people are essentially stupid. ,People are essentially stupid.,"0.0,1.0,1.0","0.0,0.0,0.0",0.9887579,0.00135657,0.009885559,0.010590777,0.96719795,0.022211313,o/o
1441,that,find,The Post found that the Globe has seen a significant bump.,The Post did not find that the Globe has seen a significant bump.,The globe has seen a significant bump.,"1.0,2.0,2.0","-2.0,-1.0,0.0",0.9980083,0.000221611,0.001770071,0.46577924,0.040164944,0.49405572,+/+
1442,that,note,A sidebar notes that Jordan helped advertisers go beyond race.,A sidebar does not note that Jordan helped advertisers go beyond race.,Jordan helped advertisers go beyond race.,"2.0,2.0,2.0","-1.0,-1.0,2.0",0.9985238,0.000385166,0.001091016,0.9926157,0.002019065,0.005365311,+/+
1443,that,show,Bill has shown that athletes are incredibly smart people.,Bill has not shown that athletes are incredibly smart people.,Athletes are incredibly smart people.,"1.0,2.0,2.0","-1.0,-1.0,0.0",0.99497235,0.000319036,0.00470859,0.1308882,0.07537486,0.79373693,+/o
1444,that,suggest,"Because of how annoying you are, I suggest that you go away.","Because of how annoying you are, I do not suggest that you go away.",You go away.,"0.0,0.0,0.0","-2.0,0.0,0.0",0.99211967,0.000916965,0.006963347,0.00062296,0.9980464,0.001330636,o/o
1445,that,think,He thought that they were Muller's men.,He did not think that they were Muller's men.,They were muller's men.,"0.0,0.0,1.0","0.0,0.0,0.0",0.98668206,0.002072278,0.011245665,0.001563301,0.995707,0.002729844,o/o
1446,that,believe,Many believe that censure is unconstitutional ,Many do not believe that censure is unconstitutional ,Censure is unconstitutional.,"0.0,0.0,0.0","-1.0,0.0,0.0",0.7859922,0.0135619,0.20044594,0.002235366,0.99102116,0.006743352,o/o
1447,that,be,It may just have been that we were too early.,It may just have not been that we were too early.,We were too early.,"0.0,0.0,1.0","-2.0,0.0,0.0",0.9919843,0.000739402,0.007276281,0.001314155,0.99695,0.001735893,o/o
1448,that,say,He said that it was on page 23. ,He did not say that it was on page 23. ,It was on page 23.,"1.0,1.0,2.0","0.0,0.0,0.0",0.99662817,0.000382443,0.002989414,0.022790277,0.9566124,0.020597309,o/o
1449,that,comment,"The American Public Power Association commented that conversion to secondary status would have a severe impact on the limited budgets of small, non-profit public utility systems.","The American Public Power Association did not comment that conversion to secondary status would have a severe impact on the limited budgets of small, non-profit public utility systems.","Conversion to secondary status would have a severe impact on the limited budgets of small, non-profit public utility systems.","0.0,1.0,2.0","0.0,1.0,1.0",0.9978471,0.000249954,0.00190305,0.18132754,0.07929131,0.7393812,o/o
1450,that,hear,I've heard that the Huns call it the eternal feminine.,I've not heard that the Huns call it the eternal feminine.,The huns call it the eternal feminine.,"0.0,1.0,1.0","-1.0,0.0,1.0",0.99802387,0.000632956,0.001343193,0.99218684,0.003265184,0.004547879,o/o
1451,that,comment,Longabaugh commented that an NIAAA effort to conduct research on spirituality and addiction came about by setting aside funds specifically for this topic.,Longabaugh did not comment that an NIAAA effort to conduct research on spirituality and addiction came about by setting aside funds specifically for this topic.,An niaaa effort to conduct research on spirituality and addiction came about by setting aside funds specifically for this topic.,"1.0,1.0,2.0","-1.0,1.0,1.0",0.9982072,0.000505184,0.00128767,0.99725133,0.000737946,0.002010778,o/o
1452,that,comment,Elinor Walker commented that something about an intervention must be standardized in order to assess its cost-effectiveness.,Elinor Walker did not comment that something about an intervention must be standardized in order to assess its cost-effectiveness.,Something about an intervention must be standardized in order to assess its cost-effectiveness.,"0.0,1.0,1.0","0.0,0.0,1.0",0.9982785,0.000240859,0.001480621,0.9911614,0.001378409,0.007460245,o/o
1453,that,comment,Elinor Walker commented that an intervention needs to be assessed for how cost-effective it is within the first year.,Elinor Walker did not comment that an intervention needs to be assessed for how cost-effective it is within the first year.,An intervention needs to be assessed for how cost-effective it is within the first year.,"0.0,1.0,2.0","0.0,0.0,1.0",0.99821484,0.000448688,0.001336481,0.9953994,0.001011891,0.003588708,o/o
1454,that,comment,Other participants commented that there is no shortage of qualified people to serve on boards of directors.,Other participants did not comment that there is no shortage of qualified people to serve on boards of directors.,There is no shortage of qualified people to serve on boards of directors.,"1.0,1.0,1.0","0.0,0.0,1.0",0.9974119,0.00050946,0.002078612,0.9965869,0.000657491,0.002755681,o/o
1455,that,comment,DiClemente commented that such adjustments to instruments are often necessary.,DiClemente did not comment that such adjustments to instruments are often necessary.,Such adjustments to instruments are often necessary.,"1.0,1.0,2.0","-1.0,-1.0,0.0",0.9970667,0.000147982,0.002785374,0.02343914,0.002241281,0.9743195,o/o
