"predicate","rating","name","CC","participant_id","age","gender","rt","trial_index"
"contend",0,"Frankie","the gate opened","a8d08a13-cfcf-4819-a7b6-df33ac4b50ac","66","female",8841,9
"submit",1,"Jamie","the balloon popped","a8d08a13-cfcf-4819-a7b6-df33ac4b50ac","66","female",8697,10
"bellow",1,"Reese","the egg cracked","a8d08a13-cfcf-4819-a7b6-df33ac4b50ac","66","female",5909,11
"narrate",0,"Stevie","the knot tightened","a8d08a13-cfcf-4819-a7b6-df33ac4b50ac","66","female",7885,12
"posit",0,"Blake","the airbag deployed","a8d08a13-cfcf-4819-a7b6-df33ac4b50ac","66","female",6633,13
"quip",1,"Charlie","the factory closed","a8d08a13-cfcf-4819-a7b6-df33ac4b50ac","66","female",8334,14
"log",1,"Jordan","the computer restarted","a8d08a13-cfcf-4819-a7b6-df33ac4b50ac","66","female",4913,15
"denounce",1,"Stevie","the balloon popped","8cd6a0fd-91a9-47df-a7fc-f809fe66c0ff","60","male",14552,4
"corroborate",1,"Dylan","the sauce thickened","8cd6a0fd-91a9-47df-a7fc-f809fe66c0ff","60","male",8246,5
"demonstrate",1,"Morgan","the knot tightened","8cd6a0fd-91a9-47df-a7fc-f809fe66c0ff","60","male",6448,6
"reiterate",1,"Charlie","the computer restarted","8cd6a0fd-91a9-47df-a7fc-f809fe66c0ff","60","male",6567,7
"display",1,"Jamie","the factory closed","8cd6a0fd-91a9-47df-a7fc-f809fe66c0ff","60","male",6303,8
"argue",1,"Evan","the bolt loosened","8cd6a0fd-91a9-47df-a7fc-f809fe66c0ff","60","male",6439,10
"confirm",1,"Reese","the room darkened","8cd6a0fd-91a9-47df-a7fc-f809fe66c0ff","60","male",6855,11
"contend",1,"Blake","the gate opened","8cd6a0fd-91a9-47df-a7fc-f809fe66c0ff","60","male",6551,12
"joke",1,"Jordan","the egg cracked","8cd6a0fd-91a9-47df-a7fc-f809fe66c0ff","60","male",7335,13
"document",1,"Frankie","the airbag deployed","8cd6a0fd-91a9-47df-a7fc-f809fe66c0ff","60","male",5847,14
"testify",1,"Harper","the paper burned","8cd6a0fd-91a9-47df-a7fc-f809fe66c0ff","60","male",5439,15
"complain",1,"Reese","the computer restarted","ec0aaf38-2002-4ea0-aaf5-23f87658caf1","61","female",13996,3
"stress",1,"Morgan","the balloon popped","ec0aaf38-2002-4ea0-aaf5-23f87658caf1","61","female",5936,5
"emphasize",1,"Harper","the gate opened","ec0aaf38-2002-4ea0-aaf5-23f87658caf1","61","female",10796,6
"remark",1,"Jamie","the room darkened","ec0aaf38-2002-4ea0-aaf5-23f87658caf1","61","female",6364,7
"advertise",1,"Charlie","the bolt loosened","ec0aaf38-2002-4ea0-aaf5-23f87658caf1","61","female",10162,8
"narrate",-0.16,"Frankie","the egg cracked","ec0aaf38-2002-4ea0-aaf5-23f87658caf1","61","female",22081,9
"display",-0.22,"Jordan","the paper burned","ec0aaf38-2002-4ea0-aaf5-23f87658caf1","61","female",6479,10
"contest",0.66,"Blake","the knot tightened","ec0aaf38-2002-4ea0-aaf5-23f87658caf1","61","female",7946,11
"type",-0.18,"Dylan","the airbag deployed","ec0aaf38-2002-4ea0-aaf5-23f87658caf1","61","female",9431,12
"relate",-0.26,"Evan","the factory closed","ec0aaf38-2002-4ea0-aaf5-23f87658caf1","61","female",8548,13
"mumble",0.72,"Stevie","the sauce thickened","ec0aaf38-2002-4ea0-aaf5-23f87658caf1","61","female",13929,14
"boast",1,"Stevie","the airbag deployed","9570623c-d6ae-4cff-8612-dcfe3b07f1f3","36","female",8668,3
"sketch",-0.78,"Jordan","the gate opened","9570623c-d6ae-4cff-8612-dcfe3b07f1f3","36","female",8136,4
"insinuate",-1,"Blake","the room darkened","9570623c-d6ae-4cff-8612-dcfe3b07f1f3","36","female",4368,5
"establish",-1,"Frankie","the computer restarted","9570623c-d6ae-4cff-8612-dcfe3b07f1f3","36","female",4472,6
"write",-0.76,"Jamie","the knot tightened","9570623c-d6ae-4cff-8612-dcfe3b07f1f3","36","female",5283,7
"wager",0,"Evan","the egg cracked","9570623c-d6ae-4cff-8612-dcfe3b07f1f3","36","female",6176,8
"swear",-0.56,"Reese","the factory closed","9570623c-d6ae-4cff-8612-dcfe3b07f1f3","36","female",6436,9
"embellish",0.44,"Morgan","the balloon popped","9570623c-d6ae-4cff-8612-dcfe3b07f1f3","36","female",5437,10
"mutter",0.7,"Dylan","the paper burned","9570623c-d6ae-4cff-8612-dcfe3b07f1f3","36","female",6092,12
"contend",-0.24,"Harper","the sauce thickened","9570623c-d6ae-4cff-8612-dcfe3b07f1f3","36","female",4174,13
"blog",0,"Charlie","the bolt loosened","9570623c-d6ae-4cff-8612-dcfe3b07f1f3","36","female",4760,14
"divulge",1,"Blake","the factory closed","d618e10b-e107-441f-8df2-6db8a960cc23","55","female",8601,3
"pretend",0,"Evan","the gate opened","d618e10b-e107-441f-8df2-6db8a960cc23","55","female",12991,4
"jest",-0.56,"Frankie","the balloon popped","d618e10b-e107-441f-8df2-6db8a960cc23","55","female",9939,5
"clarify",0.46,"Jordan","the egg cracked","d618e10b-e107-441f-8df2-6db8a960cc23","55","female",9885,6
"chant",0.48,"Morgan","the computer restarted","d618e10b-e107-441f-8df2-6db8a960cc23","55","female",9558,7
"stress",0.68,"Stevie","the sauce thickened","d618e10b-e107-441f-8df2-6db8a960cc23","55","female",7995,10
"answer",0.28,"Harper","the bolt loosened","d618e10b-e107-441f-8df2-6db8a960cc23","55","female",6736,11
"narrate",0.72,"Reese","the airbag deployed","d618e10b-e107-441f-8df2-6db8a960cc23","55","female",8637,12
"bicker",0.9,"Dylan","the room darkened","d618e10b-e107-441f-8df2-6db8a960cc23","55","female",9664,13
"mark",0.2,"Charlie","the knot tightened","d618e10b-e107-441f-8df2-6db8a960cc23","55","female",7686,14
"display",0.14,"Jamie","the paper burned","d618e10b-e107-441f-8df2-6db8a960cc23","55","female",9955,15
"underscore",1,"Dylan","the knot tightened","e363c195-7619-4370-a7c8-14bc0c114ad7","61","female",11207,3
"detail",1,"Jordan","the factory closed","e363c195-7619-4370-a7c8-14bc0c114ad7","61","female",8167,4
"shriek",1,"Frankie","the egg cracked","e363c195-7619-4370-a7c8-14bc0c114ad7","61","female",4935,5
"uncover",1,"Charlie","the bolt loosened","e363c195-7619-4370-a7c8-14bc0c114ad7","61","female",4807,6
"dismiss",1,"Blake","the room darkened","e363c195-7619-4370-a7c8-14bc0c114ad7","61","female",5343,7
"gab",1,"Stevie","the paper burned","e363c195-7619-4370-a7c8-14bc0c114ad7","61","female",4727,8
"uphold",1,"Jamie","the sauce thickened","e363c195-7619-4370-a7c8-14bc0c114ad7","61","female",5655,9
"guarantee",-1,"Reese","the computer restarted","e363c195-7619-4370-a7c8-14bc0c114ad7","61","female",10607,11
"wager",1,"Harper","the airbag deployed","e363c195-7619-4370-a7c8-14bc0c114ad7","61","female",5599,12
"mutter",1,"Evan","the gate opened","e363c195-7619-4370-a7c8-14bc0c114ad7","61","female",4255,14
"respond",1,"Morgan","the balloon popped","e363c195-7619-4370-a7c8-14bc0c114ad7","61","female",4567,15
"sketch",1,"Charlie","the gate opened","21faf662-fdc8-41b2-9927-6ca0adac5de7","35","male",17675,3
"complain",1,"Reese","the computer restarted","21faf662-fdc8-41b2-9927-6ca0adac5de7","35","male",17570,5
"know",1,"Frankie","the paper burned","21faf662-fdc8-41b2-9927-6ca0adac5de7","35","male",10659,6
"embellish",1,"Jordan","the room darkened","21faf662-fdc8-41b2-9927-6ca0adac5de7","35","male",7184,7
"scream",1,"Harper","the egg cracked","21faf662-fdc8-41b2-9927-6ca0adac5de7","35","male",6684,8
"gloat",1,"Jamie","the sauce thickened","21faf662-fdc8-41b2-9927-6ca0adac5de7","35","male",6639,9
"underscore",1,"Dylan","the bolt loosened","21faf662-fdc8-41b2-9927-6ca0adac5de7","35","male",6872,10
"reassert",1,"Stevie","the balloon popped","21faf662-fdc8-41b2-9927-6ca0adac5de7","35","male",6940,11
"reveal",1,"Blake","the knot tightened","21faf662-fdc8-41b2-9927-6ca0adac5de7","35","male",10971,13
"charge",1,"Morgan","the factory closed","21faf662-fdc8-41b2-9927-6ca0adac5de7","35","male",6240,14
"repeat",1,"Evan","the airbag deployed","21faf662-fdc8-41b2-9927-6ca0adac5de7","35","male",12594,15
"sketch",0.56,"Morgan","the sauce thickened","96f36b4e-0ccc-400b-8768-2ab97cb21fa6","33","male",11807,3
"submit",1,"Jamie","the bolt loosened","96f36b4e-0ccc-400b-8768-2ab97cb21fa6","33","male",4993,5
"fabricate",1,"Charlie","the gate opened","96f36b4e-0ccc-400b-8768-2ab97cb21fa6","33","male",7084,6
"deny",1,"Blake","the egg cracked","96f36b4e-0ccc-400b-8768-2ab97cb21fa6","33","male",4308,7
"weep",1,"Frankie","the factory closed","96f36b4e-0ccc-400b-8768-2ab97cb21fa6","33","male",26641,8
"testify",-0.44,"Harper","the balloon popped","96f36b4e-0ccc-400b-8768-2ab97cb21fa6","33","male",8572,9
"repeat",1,"Jordan","the paper burned","96f36b4e-0ccc-400b-8768-2ab97cb21fa6","33","male",5780,10
"rave",1,"Stevie","the computer restarted","96f36b4e-0ccc-400b-8768-2ab97cb21fa6","33","male",4204,11
"disclose",1,"Dylan","the knot tightened","96f36b4e-0ccc-400b-8768-2ab97cb21fa6","33","male",3088,12
"clarify",1,"Reese","the airbag deployed","96f36b4e-0ccc-400b-8768-2ab97cb21fa6","33","male",4844,14
"respond",-0.62,"Evan","the room darkened","96f36b4e-0ccc-400b-8768-2ab97cb21fa6","33","male",6465,15
"claim",-0.0600000000000001,"Frankie","the gate opened","abfd6cb0-7de6-4e08-82d0-0cdb1117cf7c","23","female",28420,3
"depict",0.6,"Jordan","the airbag deployed","abfd6cb0-7de6-4e08-82d0-0cdb1117cf7c","23","female",8222,5
"reaffirm",0.04,"Jamie","the sauce thickened","abfd6cb0-7de6-4e08-82d0-0cdb1117cf7c","23","female",12093,6
"vow",-0.02,"Stevie","the balloon popped","abfd6cb0-7de6-4e08-82d0-0cdb1117cf7c","23","female",8777,7
"proclaim",0.5,"Reese","the bolt loosened","abfd6cb0-7de6-4e08-82d0-0cdb1117cf7c","23","female",9703,8
"specify",0.9,"Harper","the factory closed","abfd6cb0-7de6-4e08-82d0-0cdb1117cf7c","23","female",5565,9
"clarify",0.76,"Evan","the paper burned","abfd6cb0-7de6-4e08-82d0-0cdb1117cf7c","23","female",5808,10
"contend",-0.0600000000000001,"Dylan","the computer restarted","abfd6cb0-7de6-4e08-82d0-0cdb1117cf7c","23","female",4611,11
"whine",1,"Blake","the knot tightened","abfd6cb0-7de6-4e08-82d0-0cdb1117cf7c","23","female",8305,12
"certify",0.46,"Charlie","the egg cracked","abfd6cb0-7de6-4e08-82d0-0cdb1117cf7c","23","female",2838,13
"share",0.36,"Morgan","the room darkened","abfd6cb0-7de6-4e08-82d0-0cdb1117cf7c","23","female",4113,14
"expose",1,"Charlie","the computer restarted","a508997c-605c-44a0-b71a-1d7cd4fcfd32","41","female",7997,3
"fax",-0.0600000000000001,"Jordan","the factory closed","a508997c-605c-44a0-b71a-1d7cd4fcfd32","41","female",18625,4
"rave",-0.02,"Frankie","the sauce thickened","a508997c-605c-44a0-b71a-1d7cd4fcfd32","41","female",6317,6
"respond",0,"Evan","the paper burned","a508997c-605c-44a0-b71a-1d7cd4fcfd32","41","female",7490,7
"chronicle",-0.44,"Harper","the airbag deployed","a508997c-605c-44a0-b71a-1d7cd4fcfd32","41","female",9228,8
"describe",-0.6,"Blake","the room darkened","a508997c-605c-44a0-b71a-1d7cd4fcfd32","41","female",5581,9
"relate",-0.54,"Stevie","the egg cracked","a508997c-605c-44a0-b71a-1d7cd4fcfd32","41","female",6457,10
"fake",0.52,"Jamie","the gate opened","a508997c-605c-44a0-b71a-1d7cd4fcfd32","41","female",8098,11
"admit",0.5,"Dylan","the bolt loosened","a508997c-605c-44a0-b71a-1d7cd4fcfd32","41","female",7286,13
"grunt",-0.26,"Morgan","the balloon popped","a508997c-605c-44a0-b71a-1d7cd4fcfd32","41","female",8954,14
"reassert",0.68,"Reese","the knot tightened","a508997c-605c-44a0-b71a-1d7cd4fcfd32","41","female",7509,15
"record",0.1,"Jamie","the factory closed","7994692c-133b-4183-9d9e-1c62762a7a86","65","female",13340,3
"whine",1,"Dylan","the sauce thickened","7994692c-133b-4183-9d9e-1c62762a7a86","65","female",11684,4
"fuss",1,"Harper","the bolt loosened","7994692c-133b-4183-9d9e-1c62762a7a86","65","female",4969,5
"concede",-1,"Jordan","the egg cracked","7994692c-133b-4183-9d9e-1c62762a7a86","65","female",8531,6
"exhibit",0.04,"Frankie","the knot tightened","7994692c-133b-4183-9d9e-1c62762a7a86","65","female",8481,7
"narrate",0.42,"Charlie","the gate opened","7994692c-133b-4183-9d9e-1c62762a7a86","65","female",8546,9
"argue",0.96,"Blake","the paper burned","7994692c-133b-4183-9d9e-1c62762a7a86","65","female",8430,10
"complain",1,"Stevie","the balloon popped","7994692c-133b-4183-9d9e-1c62762a7a86","65","female",5735,11
"dispute",1,"Reese","the room darkened","7994692c-133b-4183-9d9e-1c62762a7a86","65","female",6187,12
"voice",0.02,"Morgan","the airbag deployed","7994692c-133b-4183-9d9e-1c62762a7a86","65","female",6249,13
"posit",-0.14,"Evan","the computer restarted","7994692c-133b-4183-9d9e-1c62762a7a86","65","female",6757,15
"divulge",1,"Evan","the sauce thickened","6d3fb624-54dc-4a41-a380-b7ff586cbe48","50","female",8198,4
"insist",-1,"Jamie","the computer restarted","6d3fb624-54dc-4a41-a380-b7ff586cbe48","50","female",26161,5
"explain",1,"Reese","the gate opened","6d3fb624-54dc-4a41-a380-b7ff586cbe48","50","female",8239,6
"babble",1,"Blake","the bolt loosened","6d3fb624-54dc-4a41-a380-b7ff586cbe48","50","female",11392,7
"gab",1,"Dylan","the room darkened","6d3fb624-54dc-4a41-a380-b7ff586cbe48","50","female",14737,8
"relate",1,"Harper","the factory closed","6d3fb624-54dc-4a41-a380-b7ff586cbe48","50","female",6155,9
"showcase",1,"Jordan","the airbag deployed","6d3fb624-54dc-4a41-a380-b7ff586cbe48","50","female",5297,10
"submit",1,"Charlie","the knot tightened","6d3fb624-54dc-4a41-a380-b7ff586cbe48","50","female",6866,11
"say",1,"Frankie","the balloon popped","6d3fb624-54dc-4a41-a380-b7ff586cbe48","50","female",14732,13
"type",1,"Stevie","the egg cracked","6d3fb624-54dc-4a41-a380-b7ff586cbe48","50","female",8567,14
"reject",1,"Morgan","the paper burned","6d3fb624-54dc-4a41-a380-b7ff586cbe48","50","female",8319,15
"retort",-0.54,"Stevie","the airbag deployed","7a1876bb-20e4-4b31-931e-5cf83afd973e","48","male",18258,3
"gasp",0.26,"Blake","the egg cracked","7a1876bb-20e4-4b31-931e-5cf83afd973e","48","male",10512,4
"stammer",-0.64,"Harper","the paper burned","7a1876bb-20e4-4b31-931e-5cf83afd973e","48","male",6703,5
"uphold",-0.4,"Jordan","the room darkened","7a1876bb-20e4-4b31-931e-5cf83afd973e","48","male",7248,6
"confess",-0.46,"Charlie","the factory closed","7a1876bb-20e4-4b31-931e-5cf83afd973e","48","male",6050,7
"remark",-0.2,"Reese","the bolt loosened","7a1876bb-20e4-4b31-931e-5cf83afd973e","48","male",6056,8
"deny",0.42,"Morgan","the gate opened","7a1876bb-20e4-4b31-931e-5cf83afd973e","48","male",7553,9
"sing",-0.16,"Evan","the computer restarted","7a1876bb-20e4-4b31-931e-5cf83afd973e","48","male",5972,10
"expose",-0.28,"Jamie","the sauce thickened","7a1876bb-20e4-4b31-931e-5cf83afd973e","48","male",5532,13
"whisper",-0.2,"Frankie","the balloon popped","7a1876bb-20e4-4b31-931e-5cf83afd973e","48","male",5241,14
"whine",0.32,"Dylan","the knot tightened","7a1876bb-20e4-4b31-931e-5cf83afd973e","48","male",7880,15
"corroborate",0.78,"Charlie","the airbag deployed","c616392a-513f-4efd-afb7-56be9e9799fb","45","female",8789,3
"chatter",1,"Blake","the bolt loosened","c616392a-513f-4efd-afb7-56be9e9799fb","45","female",7247,5
"publish",1,"Morgan","the egg cracked","c616392a-513f-4efd-afb7-56be9e9799fb","45","female",8096,7
"admit",1,"Evan","the computer restarted","c616392a-513f-4efd-afb7-56be9e9799fb","45","female",5549,8
"utter",1,"Frankie","the sauce thickened","c616392a-513f-4efd-afb7-56be9e9799fb","45","female",5467,9
"know",1,"Jordan","the gate opened","c616392a-513f-4efd-afb7-56be9e9799fb","45","female",5355,10
"depict",0.84,"Dylan","the balloon popped","c616392a-513f-4efd-afb7-56be9e9799fb","45","female",6953,11
"gloat",1,"Stevie","the paper burned","c616392a-513f-4efd-afb7-56be9e9799fb","45","female",6576,12
"concede",1,"Jamie","the factory closed","c616392a-513f-4efd-afb7-56be9e9799fb","45","female",5679,13
"dispel",1,"Reese","the knot tightened","c616392a-513f-4efd-afb7-56be9e9799fb","45","female",8079,14
"relate",1,"Harper","the room darkened","c616392a-513f-4efd-afb7-56be9e9799fb","45","female",5041,15
"posit",1,"Evan","the room darkened","c34eeb74-a974-44a8-88c4-2bb33e9a5b2e","61","female",10151,3
"contend",1,"Harper","the airbag deployed","c34eeb74-a974-44a8-88c4-2bb33e9a5b2e","61","female",12890,4
"certify",-0.66,"Charlie","the sauce thickened","c34eeb74-a974-44a8-88c4-2bb33e9a5b2e","61","female",10059,5
"gush",1,"Stevie","the knot tightened","c34eeb74-a974-44a8-88c4-2bb33e9a5b2e","61","female",9574,6
"reaffirm",1,"Blake","the balloon popped","c34eeb74-a974-44a8-88c4-2bb33e9a5b2e","61","female",7318,7
"imply",-0.04,"Jordan","the egg cracked","c34eeb74-a974-44a8-88c4-2bb33e9a5b2e","61","female",24921,9
"promise",1,"Morgan","the bolt loosened","c34eeb74-a974-44a8-88c4-2bb33e9a5b2e","61","female",14638,10
"reiterate",-0.02,"Jamie","the computer restarted","c34eeb74-a974-44a8-88c4-2bb33e9a5b2e","61","female",8124,11
"scream",1,"Reese","the paper burned","c34eeb74-a974-44a8-88c4-2bb33e9a5b2e","61","female",22695,12
"proclaim",-0.04,"Dylan","the gate opened","c34eeb74-a974-44a8-88c4-2bb33e9a5b2e","61","female",10759,14
"insinuate",-1,"Frankie","the factory closed","c34eeb74-a974-44a8-88c4-2bb33e9a5b2e","61","female",6541,15
"retract",1,"Stevie","the paper burned","2e412240-d692-43c3-8e4b-602f1987cd47","46","male",8600,3
"establish",1,"Morgan","the airbag deployed","2e412240-d692-43c3-8e4b-602f1987cd47","46","male",5181,4
"wager",1,"Jordan","the balloon popped","2e412240-d692-43c3-8e4b-602f1987cd47","46","male",12667,6
"recap",1,"Frankie","the sauce thickened","2e412240-d692-43c3-8e4b-602f1987cd47","46","male",3717,8
"lecture",1,"Reese","the knot tightened","2e412240-d692-43c3-8e4b-602f1987cd47","46","male",4099,9
"pretend",-1,"Charlie","the computer restarted","2e412240-d692-43c3-8e4b-602f1987cd47","46","male",7284,10
"email",1,"Harper","the factory closed","2e412240-d692-43c3-8e4b-602f1987cd47","46","male",6334,11
"document",1,"Blake","the gate opened","2e412240-d692-43c3-8e4b-602f1987cd47","46","male",5827,12
"shriek",1,"Evan","the bolt loosened","2e412240-d692-43c3-8e4b-602f1987cd47","46","male",5301,13
"declare",1,"Dylan","the room darkened","2e412240-d692-43c3-8e4b-602f1987cd47","46","male",4797,14
"narrate",1,"Jamie","the egg cracked","2e412240-d692-43c3-8e4b-602f1987cd47","46","male",4732,15
"confide",1,"Reese","the knot tightened","b6b12178-11b5-4073-85cb-914022a8983c","25","female",4334,4
"add",1,"Harper","the factory closed","b6b12178-11b5-4073-85cb-914022a8983c","25","female",3658,5
"claim",-0.32,"Stevie","the gate opened","b6b12178-11b5-4073-85cb-914022a8983c","25","female",7950,7
"concede",0.76,"Morgan","the egg cracked","b6b12178-11b5-4073-85cb-914022a8983c","25","female",4606,8
"scoff",1,"Blake","the paper burned","b6b12178-11b5-4073-85cb-914022a8983c","25","female",4125,9
"challenge",0.9,"Dylan","the airbag deployed","b6b12178-11b5-4073-85cb-914022a8983c","25","female",5520,10
"testify",-0.04,"Evan","the bolt loosened","b6b12178-11b5-4073-85cb-914022a8983c","25","female",6285,11
"scribble",0.44,"Jordan","the computer restarted","b6b12178-11b5-4073-85cb-914022a8983c","25","female",4974,12
"sketch",-0.48,"Charlie","the balloon popped","b6b12178-11b5-4073-85cb-914022a8983c","25","female",3521,13
"fabricate",1,"Frankie","the sauce thickened","b6b12178-11b5-4073-85cb-914022a8983c","25","female",4852,14
"specify",1,"Jamie","the room darkened","b6b12178-11b5-4073-85cb-914022a8983c","25","female",3723,15
"gush",1,"Harper","the balloon popped","450be0d0-d0a5-44c2-9915-2d9b872868e1","29","female",13869,3
"comment",1,"Evan","the factory closed","450be0d0-d0a5-44c2-9915-2d9b872868e1","29","female",6569,4
"signify",0.98,"Blake","the sauce thickened","450be0d0-d0a5-44c2-9915-2d9b872868e1","29","female",5176,5
"preach",1,"Jamie","the paper burned","450be0d0-d0a5-44c2-9915-2d9b872868e1","29","female",4080,6
"repeat",1,"Charlie","the egg cracked","450be0d0-d0a5-44c2-9915-2d9b872868e1","29","female",7137,7
"gasp",-1,"Dylan","the computer restarted","450be0d0-d0a5-44c2-9915-2d9b872868e1","29","female",9504,8
"corroborate",-1,"Stevie","the room darkened","450be0d0-d0a5-44c2-9915-2d9b872868e1","29","female",6802,9
"guarantee",1,"Frankie","the knot tightened","450be0d0-d0a5-44c2-9915-2d9b872868e1","29","female",4934,12
"signal",-1,"Jordan","the bolt loosened","450be0d0-d0a5-44c2-9915-2d9b872868e1","29","female",12350,13
"summarize",-0.92,"Reese","the airbag deployed","450be0d0-d0a5-44c2-9915-2d9b872868e1","29","female",5566,14
"confirm",-1,"Morgan","the gate opened","450be0d0-d0a5-44c2-9915-2d9b872868e1","29","female",6385,15
"publish",1,"Stevie","the paper burned","cb7fa869-5746-4062-b8dc-6ffd403a9310","56","male",17186,3
"groan",1,"Blake","the sauce thickened","cb7fa869-5746-4062-b8dc-6ffd403a9310","56","male",19753,5
"cheer",1,"Harper","the bolt loosened","cb7fa869-5746-4062-b8dc-6ffd403a9310","56","male",17120,6
"claim",-0.02,"Reese","the gate opened","cb7fa869-5746-4062-b8dc-6ffd403a9310","56","male",19069,7
"underscore",1,"Frankie","the room darkened","cb7fa869-5746-4062-b8dc-6ffd403a9310","56","male",13867,8
"summarize",1,"Jamie","the airbag deployed","cb7fa869-5746-4062-b8dc-6ffd403a9310","56","male",11687,9
"assert",1,"Morgan","the egg cracked","cb7fa869-5746-4062-b8dc-6ffd403a9310","56","male",13101,10
"reject",0.8,"Charlie","the computer restarted","cb7fa869-5746-4062-b8dc-6ffd403a9310","56","male",9167,11
"pretend",-0.66,"Evan","the balloon popped","cb7fa869-5746-4062-b8dc-6ffd403a9310","56","male",12634,12
"clarify",0.2,"Dylan","the factory closed","cb7fa869-5746-4062-b8dc-6ffd403a9310","56","male",11368,13
"uncover",0,"Jordan","the knot tightened","cb7fa869-5746-4062-b8dc-6ffd403a9310","56","male",12336,15
"retort",-0.84,"Charlie","the factory closed","a4f7eb64-1d66-4337-b96d-3b726093c4b7","38","female",8659,3
"sob",0.92,"Jordan","the computer restarted","a4f7eb64-1d66-4337-b96d-3b726093c4b7","38","female",8272,4
"affirm",0.64,"Harper","the room darkened","a4f7eb64-1d66-4337-b96d-3b726093c4b7","38","female",5851,5
"yell",1,"Dylan","the egg cracked","a4f7eb64-1d66-4337-b96d-3b726093c4b7","38","female",5717,6
"dispel",1,"Reese","the bolt loosened","a4f7eb64-1d66-4337-b96d-3b726093c4b7","38","female",4964,7
"spout",1,"Frankie","the gate opened","a4f7eb64-1d66-4337-b96d-3b726093c4b7","38","female",4869,8
"display",0.7,"Blake","the balloon popped","a4f7eb64-1d66-4337-b96d-3b726093c4b7","38","female",5701,9
"disclose",1,"Morgan","the airbag deployed","a4f7eb64-1d66-4337-b96d-3b726093c4b7","38","female",4839,10
"advertise",1,"Stevie","the paper burned","a4f7eb64-1d66-4337-b96d-3b726093c4b7","38","female",3866,12
"summarize",-0.66,"Jamie","the knot tightened","a4f7eb64-1d66-4337-b96d-3b726093c4b7","38","female",6585,13
"wager",-0.74,"Evan","the sauce thickened","a4f7eb64-1d66-4337-b96d-3b726093c4b7","38","female",4814,15
"advise",1,"Dylan","the bolt loosened","300501f2-e14b-4ddb-9d01-a5e90770b846","39","female",10181,3
"mumble",1,"Blake","the computer restarted","300501f2-e14b-4ddb-9d01-a5e90770b846","39","female",4876,4
"gossip",1,"Frankie","the paper burned","300501f2-e14b-4ddb-9d01-a5e90770b846","39","female",6539,6
"complain",1,"Stevie","the balloon popped","300501f2-e14b-4ddb-9d01-a5e90770b846","39","female",3973,7
"exhibit",1,"Morgan","the egg cracked","300501f2-e14b-4ddb-9d01-a5e90770b846","39","female",3931,8
"cheer",1,"Reese","the airbag deployed","300501f2-e14b-4ddb-9d01-a5e90770b846","39","female",5812,9
"signify",-0.12,"Charlie","the sauce thickened","300501f2-e14b-4ddb-9d01-a5e90770b846","39","female",6851,10
"comment",1,"Jordan","the room darkened","300501f2-e14b-4ddb-9d01-a5e90770b846","39","female",3505,11
"show",-0.42,"Jamie","the factory closed","300501f2-e14b-4ddb-9d01-a5e90770b846","39","female",3194,12
"emphasize",1,"Evan","the knot tightened","300501f2-e14b-4ddb-9d01-a5e90770b846","39","female",5885,13
"gab",1,"Harper","the gate opened","300501f2-e14b-4ddb-9d01-a5e90770b846","39","female",5561,15
"comment",-1,"Reese","the airbag deployed","7eaa0a59-fcb2-40fb-b00b-4873113218d0","35","female",33002,5
"dispel",1,"Stevie","the knot tightened","7eaa0a59-fcb2-40fb-b00b-4873113218d0","35","female",24658,8
"proclaim",-1,"Harper","the egg cracked","7eaa0a59-fcb2-40fb-b00b-4873113218d0","35","female",23387,9
"restate",-1,"Charlie","the gate opened","7eaa0a59-fcb2-40fb-b00b-4873113218d0","35","female",14308,10
"contend",-1,"Jamie","the factory closed","7eaa0a59-fcb2-40fb-b00b-4873113218d0","35","female",14024,11
"babble",-1,"Frankie","the paper burned","7eaa0a59-fcb2-40fb-b00b-4873113218d0","35","female",12187,12
"respond",-1,"Evan","the sauce thickened","7eaa0a59-fcb2-40fb-b00b-4873113218d0","35","female",20299,13
"lecture",-1,"Jordan","the bolt loosened","7eaa0a59-fcb2-40fb-b00b-4873113218d0","35","female",15213,14
"dismiss",1,"Morgan","the balloon popped","7eaa0a59-fcb2-40fb-b00b-4873113218d0","35","female",14285,15
"clarify",-0.94,"Blake","the room darkened","7eaa0a59-fcb2-40fb-b00b-4873113218d0","35","female",50288,16
"affirm",-1,"Dylan","the computer restarted","7eaa0a59-fcb2-40fb-b00b-4873113218d0","35","female",10191,17
"exhibit",-1,"Stevie","the gate opened","ad4e35de-b563-4a7d-905d-f5daa8f46b1a","27","male",7152,3
"fess up",1,"Morgan","the factory closed","ad4e35de-b563-4a7d-905d-f5daa8f46b1a","27","male",6665,4
"advise",1,"Charlie","the balloon popped","ad4e35de-b563-4a7d-905d-f5daa8f46b1a","27","male",6430,5
"narrate",1,"Jamie","the computer restarted","ad4e35de-b563-4a7d-905d-f5daa8f46b1a","27","male",5832,6
"publicize",1,"Jordan","the paper burned","ad4e35de-b563-4a7d-905d-f5daa8f46b1a","27","male",4299,7
"squeal",1,"Blake","the room darkened","ad4e35de-b563-4a7d-905d-f5daa8f46b1a","27","male",5998,8
"grumble",1,"Frankie","the sauce thickened","ad4e35de-b563-4a7d-905d-f5daa8f46b1a","27","male",9748,9
"describe",1,"Evan","the bolt loosened","ad4e35de-b563-4a7d-905d-f5daa8f46b1a","27","male",5333,11
